0,Actor ID/SRN,Role,Country,Actor/Organisation name,VAT number,EORI,National trade register,Street name,Street number,Address line 2,PO box,City,Postal Code,Country,Email,Phone number,Website
11254,LV-MF-000007884,Manufacturer,Latvia,SIA FARMEKO,LV40003532360,40003532360,VZA,Raunas iela,19/1-17,,,Rīga,LV-1039,Latvia,info@farmeko.lv,67372106,www.farmeko.lv
11255,GB-MF-000007806,Manufacturer,United Kingdom (ex Northern Ireland),Evans (Instruments) Ltd,571266733,GB571266733000,2644133,Howlett Way,35,,,Thetford,IP24 1HZ,United Kingdom (ex Northern Ireland),sales@evansinstruments.co.uk,+44 1842 766004,www.evansinstruments.co.uk
11256,NL-MF-000010825,Manufacturer,Netherlands,Medical Precision B.V.,NL855954796B01,NL855954796,65034090,Telfordstraat,9-30,,,Zwolle,8013RL,Netherlands,info@medicalprecision.nl,+31(0)38-4657169,https://medicalprecision.nl/
11257,IL-MF-000010611,Manufacturer,Israel,Tyto Care Ltd.,514545888,,,Beni Gaon ,14,,4250803,Netanya,4250803,Israel,info@tytocare.com,+972-72-2210750,www.tytocare.com
11258,FR-MF-000010983,Manufacturer,France,RespInnovation SAS,FR87528273568,FR52827356800022,528 273 568,Chemin de l'Adrech,611,,,SEILLANS,83440,France,info@respinnovation.com,+33 4 89 71 95 68,www.respinnovation.com
11259,IT-MF-000021952,Manufacturer,Italy,GIFRAMED S.r.l.,11954600158,,,Via Industria,87/89,,,Boffalora Sopra Ticino (MI),20010,Italy,giframed@giframed.it,+39 0297255414,www.giframed.it
11260,DE-MF-000008504,Manufacturer,Germany,Prontomed GmbH,DE197931634,DE5478596,HRB 5526,Am Bahndamm,70,,,Hiddenhausen,32120,Germany,info@prontomed.de,+49 (0) 5221 – 2750250,www.Prontomed.de
11261,IL-MF-000013929,Manufacturer,Israel,Medinol Ltd,512622994,,,"Beck-Tech Building, Har Hotzvim B, Hartom St.",8,,,Jerusalem,9777508 ,Israel,contact@medinol.com,,https://www.medinol.com/
11262,DE-MF-000005103,Manufacturer,Germany,Laboratorium Dr. Deppe GmbH,DE277864220,DE233879535393486,HRB 13516 Krefeld,Hooghe Weg,35,,,Kempen,47906,Germany,qm@dr-deppe.de,+49215255650,www.dr-deppe.de
11263,US-MF-000009811,Manufacturer,United States,"Microline Surgical, Inc.",,,,Dunham Road,50,Suite 1500,,Beverly,01915,United States,customerservice@microlinesurgical.com,+1 978 922 9810,www.microlinesurgical.com
11264,DE-MF-000007413,Manufacturer,Germany,servoprax GmbH,DE120980351,DE2910608,HRB 10576,Am Marienbusch,9,,,Wesel,46485,Germany,mdr@servoprax.de,,
11265,SE-MF-000008549,Manufacturer,Sweden,Q-Med AB,556258-6882,,,Seminariegatan,21,,,Uppsala,75228,Sweden,info.q-med@galderma.com,,
11266,PL-MF-000009255,Manufacturer,Poland,ACTIA sp. z o.o.,6761740506,PL676174050600000,0000113618,oś. Krakowskie Przedmieście ,7,,,MODLNICZKA,32-085,Poland,biuro@actia.com.pl,124464333,www.actia.com.pl
11267,DE-MF-000005141,Manufacturer,Germany,WZAT Westdeutsches Zentrum für angewandte Telemedizin GmbH,,,,Kennedydamm,24,,,Düsseldorf,40476,Germany,info@wzat.de,+4921141668277,www.wzat.de
11268,GB-MF-000009546,Manufacturer,United Kingdom (ex Northern Ireland),Benmor Medical (UK) Ltd,786325987,786325987000,Certificate of Incorporation,Farnham Road,,"The Aurum Centre, Ham Barn Business Park ",,Liss,GU33 6LB,United Kingdom (ex Northern Ireland),info@benmormedical.co.uk,+44 0 333 800 9000,www.benmormedical.co.uk
11269,ES-MF-000009514,Manufacturer,Spain,Progenie molecular S.L.U,B97262158,,,Valle de la Ballestera,56,,,Valencia,46015,Spain,progenie@progenie-molecular.com,,
11270,DE-MF-000025905,Manufacturer,Germany,MSV  Medizinische Systeme Vertriebs GmbH,DE153909103,,,Barthelsmühlring,20,,,Kandel,76870,Germany,info@msv-medsys.com,,
11271,PT-MF-000007116,Manufacturer,Portugal,"AGA-Álcool e Géneros Alimentares, S.A.",500727457,,,Rua prof. Henrique de Barros,Nº 8 - 8A,Prior Velho,2685 - 338 Prior Velho,Prior Velho,2685 - 338 Prior Velho,Portugal,info@aga.pt,219409290,www.aga.pt
11272,CN-MF-000007640,Manufacturer,China,"Shenzhen Yolanda Technology Co., Ltd.",,,91440300076913631Y,"Room 201, Jinfulai Building, No.49-1, Dabao Road, Dalang Area, Xinan Street, Baoan",No.49-1,,,Shenzhen,518101,China,ce@yolanda.hk,,
11273,DE-MF-000007418,Manufacturer,Germany,SpineSave GmbH,,,HRB 21145 HL,Eichenallee,8H,,,Wohltorf,21521,Germany,info@spinesave.com,+41 44 8667292,https://spinesave.com/
11274,SE-MF-000008815,Manufacturer,Sweden,Medimi AB,SE556576-4809,,,"Ideon Science Park, Scheelevägen","17, Beta 6","  SE-22370 Lund, Sweden",,Lund,223 70,Sweden,jan.andersson@medimiab.com,+46 (0)733-60 01 96,www.medimiab.com
11275,FI-MF-000009141,Manufacturer,Finland,Popit Oy,FI25313089,,2531308-9,Metsänneidonkuja 6,,,,Espoo,02130,Finland,reachout@popit.io,,https://popit.io
11276,NL-MF-000010827,Manufacturer,Netherlands,Dietz Power B.V.,NL856228631B01,NL856228631,65712188,Vlamovenweg ,12,,,Helmond,5708JV,Netherlands,info@dietz-power.com,+31 (0)492 792 196,www.dietz-power.com
11277,FR-MF-000008941,Manufacturer,France,Bimedoc,FR66844208090,,844 208 090 R.C.S. Lyon,rue Tronchet,18-20,,,Lyon,69006,France,contact@bimedoc.com,,https://www.bimedoc.com/
11278,GB-MF-000008770,Manufacturer,United Kingdom (ex Northern Ireland),Cookson Precious Metals Ltd,GB161 8062 21,GB161 8062 2100,2775187,Vittoria Street,59 - 83,,,Birmingham,B1 3NZ,United Kingdom (ex Northern Ireland),dental@cooksongold.com,+441212338149,www.cooksondental.com
11279,NL-MF-000010906,Manufacturer,Netherlands,Medipharchem Nederland B.V.,NL856503149B01,NL856503149,KVK: 66342112 ,Oude Blaauwweg ,1-a,,,Wormerveer,1521RN,Netherlands,info@medipharchem.nl,+31 (0)75 6212363,www.medipharchem.nl
11280,FR-MF-000018471,Manufacturer,France,LABO MODERNE,FR61399195239,FR399195239,399195239,Avenue des Louvresses,14 T,,,GENNEVILLIERS,92230,France,info@labomoderne.com,+33142505050,www.labomoderne.com
11281,PL-MF-000010978,Manufacturer,Poland,Nano-Tech Polska Sp. z o.o. Sp. Kom.,532 195 82 06,PL532195820600000,0000446461,ul. Grzybowska,16/22,lok. 717,,Warszawa,00-132,Poland,info@nano-tech.pl,+48 22 789 44 51,www.nano-tech.pl
11282,GB-MF-000007803,Manufacturer,United Kingdom (ex Northern Ireland),Mirage Health Group Ltd,,GB814453050000,Certificate of Incorporation,Tewin Court,11,,,Welwyn Garden City,AL7 1AU,United Kingdom (ex Northern Ireland),info@miragehealthgroup.com,+44 (0) 845 130 5440,www.miragehealthgroup.com
11283,IT-MF-000018986,Manufacturer,Italy,Micronica Srl,03148420361,,,Via Righi,30,,,Mirandola (MO),41037,Italy,info@micronicasrl.it,,
11284,DE-MF-000016908,Manufacturer,Germany,ALLERGIKA Pharma GmbH,DE128362651,E 7882270,HRB 96295 ,Hans-Urmiller-Ring,58,,,Wolfratshausen,82515,Germany,ernd@allergika.de,+49 8 171 42 25 7,www.allergika.de
11285,PL-MF-000010590,Manufacturer,Poland,Leenvit Group Sp. z o. o.,PL6322016458,PL632201645800000,366524320,Górna ,1,,,Jaworzno,43-600,Poland,info@leenvit.eu,+48600811600,www.leenvit.com
11286,GB-MF-000008346,Manufacturer,United Kingdom (ex Northern Ireland),Warwick SASCo Limited,GB307568447,307568447000,1574591,Heathcote Way,,,,Warwick,CV34 6TE,United Kingdom (ex Northern Ireland),enquiries@sasco.co.uk,+44 1926 422427,www.sasco.co.uk
11287,SI-MF-000007098,Manufacturer,Slovenia,Modra Jagoda d.o.o.,SI49271024,,,Cankarjeva cesta,3,,,Ljubljana,1000,Slovenia,info@mediately.co,,
11288,DE-MF-000009531,Manufacturer,Germany,Woodway GmbH,DE142399196,DE2692260,HBR 410516 Freiburg,Steinackerstraße,20,,,Weil am Rhein,79576,Germany,info@woodway.de,+49 76219409990,www.woodway.de
11289,FR-MF-000016361,Manufacturer,France,LABORATOIRE DUMONT ET MONTET,FR60 401 750 542,FR40175054200011,40175054200029,ROUTE DE MILLERY,145,,6700,MONTAGNY,69700,France,alexisdumontlaboratoire@gmail.com,04 78 35 10 08,
11290,CN-MF-000016464,Manufacturer,China,"Zhongshan Wesee Meditech Co. ,Ltd.",91442000MA554N3A6J,,,"6F, Building C, No.2 Jianshuo Street, South China Modern Chinese Medicine Park, HoChung Village, Nanlang town.",No.2,,,"zhongshan City,Guangdong Province.",528451,China,info@weseemed.com,+86-760-86960237,
11291,SE-MF-000007756,Manufacturer,Sweden,Biovisor Healthcare AB,SE559178637001, SE5591786370, SE559178-6370,Lindövägen ,75,,602 28,Norrköping,602 28,Sweden,jim.hubner@biovisor.se,,https://www.biovisor.se/
11292,GB-MF-000012810,Manufacturer,United Kingdom (ex Northern Ireland),Genedrive Diagnostics Ltd.,903 0350 77,GB903035077000,Companies House ,Grafton Street,48,,,Manchester,M139XX,United Kingdom (ex Northern Ireland),C.Phythian@genedrive.com,+44 (0) 161 989 0240,www.genedrive.com
11293,IL-MF-000014166,Manufacturer,Israel,CardiacSense Ltd.,,514370204,Israel,Leshem St.,6,North Industrial Park,,Caesarea,3079868,Israel,Liat.Shemesh@cardiacsense.com,+97247701726,www.cardiacsense.com 
11294,DE-MF-000006279,Manufacturer,Germany,Vogt Medical Vertrieb GmbH,35009/03261,DE5372879,108246,Rüppurrer Str. ,"1A, Haus B",,,Karlsruhe,76137,Germany,vm@vogt-medical.com,,
11295,KR-MF-000008782,Manufacturer,Republic of Korea,"CHA Meditech Co., Ltd.",3148550537,-,-," Techno 2-ro, Yuseong-gu, ",199,"#102, 103, 204 Migun Techno World Ⅰ",34025,Daejeon,34025,Republic of Korea,chamd_ra@chamc.co.kr,,
11296,DE-MF-000009414,Manufacturer,Germany,Sigma Laborzentrifugen GmbH,DE811289970,,HRB 130358,An der Unteren Söse,50,,,Osterode am Harz,37520,Germany,info@sigma-zentrifugen.de,+49 5522 5007 0,www.sigma-zentrifugen.de
11297,KR-MF-000010177,Manufacturer,Republic of Korea,"OsteoSys Co., Ltd.",,,,Digital-ro,26,"9F, 901 ~ 914 JNK Digital tower, 111",,Guro-gu,08390,Republic of Korea,colsoncha@osteosys.com,+82-10-6229-0668,http://www.osteosys.com/englsh/
11298,DE-MF-000007942,Manufacturer,Germany,WaveLight GmbH,DE 812749883,DE3352765,HRB 12413,Am Wolfsmantel,5,,,Erlangen,91058,Germany,info.wavelight@alcon.com,,
11299,KR-MF-000008616,Manufacturer,Republic of Korea,"DAESUNG MAREF CO.,LTD.",138-81-02938,,KOR-EU FTA ,GONGDAN-RO,298-24,,,GUNPO-SI,15809,Republic of Korea,rndra@dsmaref.com,+82 31 459 7211,http://www.dsmaref.com/en/main/main.html
11300,KR-MF-000009206,Manufacturer,Republic of Korea,"Shin poong Pharm Co.,Ltd.",,,,Wonsi-ro,7,"Danwon-gu, Ansan-si, Gyeonggi-do",,Ansan-si,15610,Republic of Korea,shinpoong@shinpoong.co.kr,+82 80 200 0101,https://shinpoong.co.kr/main/main.php
11301,TW-MF-000014352,Manufacturer,Taiwan,BenQ AB DentCare Corporation,,,,"Ｎeihu Dist., Zhou-zi St.,",52,7FL,,Taipei,11493,Taiwan,Jessy.YC.Lin@BenQABDentcare.com,+886226583588 Ext.5163,https://benqabdentcare.com/zh-TW/Home/Index
11302,CN-MF-000007337,Manufacturer,China,"Lanzhou Seemine SMA Co., Ltd.",,,,"No.1,Lanxin Road, Eastern science and technology city, Lan Zhou, Gansu,P.R.China","No.1,Lanxin Road, Eastern science and technology city, Lan Zhou, Gansu,P.R.China",,,Lanzhou ,730000,China,fanly.seemine@foxmail.com,180 8931 0908,
11303,MY-MF-000009415,Manufacturer,Malaysia,PROFESSIONAL LATEX SDN BHD,,,,"LOT 52, JALAN LOGAM 2, KAMUNTING RAYA INDUSTRIAL,",," 34600 KAMUNTING, PERAK, MALAYSIA",34600,KAMUNTING,34600,Malaysia,info@professionallatex.com,+6058916650,www.professionallatex.com
11304,CN-MF-000007105,Manufacturer,China,"Danyang Lingxian Medical Products Co.,Ltd.",,,91321181142426795H,"Danfu Road, Situ Town ,Danyang City, Jiangsu Province",No.99,,,Danyang,212331,China,sales@dylxys.com,,
11305,CN-MF-000016975,Manufacturer,China,"Jiangyin Jinfeng Medical Equipment CO., Ltd.",,,91320281250410272G,"No. 74 Zhoujia Village, Jinfeng Village, Xuxiake Town, 214407 Jiangyin, People’s Republic of China",,,,Wuxi,214407,China,39896066@qq.com,+86 15061573022,
11306,CN-MF-000010618,Manufacturer,China,"Shenzhen Juding Medical Co., Ltd",91440300674813235R,,,"Wensheng Center, Wenjin Square, Wenjin Rd. East, Luohu District",No.2001,,,Shenzhen City,518000,China,judcare@clearofchina.com,+86 400-800-5557,www.clearofchina.com
11307,CN-MF-000010578,Manufacturer,China,"Shanghai Maxcare Medical Device Co., Ltd.",,,91310000753191198F,SOUTH JIANGHAI RD. ,LANE 95,"NANQIAO TOWN, FENGXIAN DISTRICT,",,Shanghai,201400,China,maxcare_george@163.com,,
11308,CN-MF-000012606,Manufacturer,China,"Zhuhai Mindhao Medical Technology Co., Ltd",914404006924251562,,,NO.2 Chuangxin Si Road," 4/F, Phase 2","Tangjiawan Town, Hi-tech Zone, Zhuhai 519085, P.R.China",,Zhuhai,519085,China,info@mindhao.com,,
11309,US-MF-000006942,Manufacturer,United States,ELITechGroup Inc.,870284733,,,1700 South,370 West,,,Logan,84321,United States,info@elitechgroup.com,+1 435 752 4127,www.elitechgroup.com
11310,CN-MF-000008762,Manufacturer,China,"Anji Baokang Medical Instrument Co., Ltd",,,,"Jingcun Village, Tianhuangping Town, Anji County,",,,,"Huzhou City, Zhejiang Province,",313302,China,1021008571@qq.com,,
11311,CN-MF-000008761,Manufacturer,China,"JIANGSU RIXIN MEDICAL EQUIPMENT CO.,LTD.",,,,"No.427 Yangjin Road, Jinfeng,",,,,"Zhangjiagang, Jiangsu Province,", 215626  ,China,export6@chinaredleaf.com,,
11312,CN-MF-000008760,Manufacturer,China,"Xiantao Zhibo Non-woven Products Co.,Ltd",,,,"No.8 In Industrial Park ,Hefeng Road ,",,,,"Xiantao City ,Hubei",433018,China,11360708@qq.com,,
11313,US-MF-000012770,Manufacturer,United States,Shockwave Medical Inc.,NL824252871B01,NL824252871,,Betsy Ross Drive,5403,,,"Santa Clara, CA",95054,United States,mcarr@shockwavemedical.com,1-877-775-4846,https://shockwavemedical.com/
11314,US-MF-000007947,Manufacturer,United States,Genzyme Corporation,06-1047163,,,Pleasant View Terrace,1125,,,Ridgefield,07657,United States,stephanie.rendine@sanofi.com,,
11315,US-MF-000007372,Manufacturer,United States,"DENTCA, Inc.",,,,"357 Van Ness Way, Suite 250",,,,Torrance,CA 90501,United States,info@dentca.com,,
11316,US-MF-000008313,Manufacturer,United States,"Westmed, Inc.",,,,South Nogales Hwy,5580,,,Tucson,85706,United States,regaff@sun-med.com,520-294-7987,www.sun-med.com
11317,PK-MF-000011694,Manufacturer,Pakistan,OneMed Surgical Instruments,,A-31667,Sialkot Chamber of Commerce and Industry (SCCI - Pakistan),Jinnah Park Colony,02,,1,Sialkot,51310,Pakistan,info@onemedsurgical.com,+92 52 4595335; +92 300 8 616 826,www.onemedsurgical.com
11318,US-MF-000008974,Manufacturer,United States,"J&J Instruments, LLC",,,,Goodwin Place,120,,,Stratford,06615,United States,scott@jjinstruments.com,+01 908-587-1021,www.jjinstruments.com
11319,US-MF-000009805,Manufacturer,United States,"Integrity Implants, Inc.",,,,354 Hiatt Drive,,,,Palm Beach Gardens,33418,United States,customerservice@integrityimplants.com,+1 561 529 3861,www.integrityimplants.com
11320,FR-MF-000018482,Manufacturer,France,ONE ORTHO,FR46 795 284 355,FR 795 284 355 00034,LYON 795 284 355,Route de Vourles,206,Parc Inopolis,,SAINT GENIS LAVAL,69230,France,tvidal@oneortho-medical.com,,
11321,DE-MF-000009069,Manufacturer,Germany,DH Healthcare GmbH,,,,Konrad-Zuse-Platz,1-3,,,Bonn,53227,Germany,healthcare.de@dedalus-group.com,+49 228 2668 000,https://www.dedalusgroup.de/
11322,IT-MF-000019042,Manufacturer,Italy,J&S s.r.l.,IT01012061006,IT01012061006,RM-388489,Via di Scorticabove,15,,,ROMA,00156,Italy,michele.sirolli@fisiocomputer.com,+39 064111303,www.fisiocomputer.com
11323,FR-MF-000000815,Manufacturer,France,IMPETO MEDICAL,FR 52 482 837 366,,,rue Campage Première,17,,,PARIS,75014,France,regulatory.affairs@impeto-medical.com,,
11324,DK-MF-000010335,Manufacturer,Denmark,DANISH HEALTHCARE DESIGN A/S,1003176409,DK64194615,,Drejøvej ,8,,,Hobro,9500,Denmark,info@dhdas.dk,,
11325,PK-MF-000011898,Manufacturer,Pakistan,FINI INSTRUMENTS,,,SCCI - Pakistan,,,,51310,Sialkot,51310,Pakistan,info@finiinstruments.com,+92523259930,www.finiinstruments.com
11326,FR-MF-000008935,Manufacturer,France,PODONOV,FR84530395151,FR53039515100026,530395151,rue de Villebon,3,,,Saulx-Les-Chartreux,91160,France,contact@podonov.com,+33160136572,www.podonov.com
11327,DE-MF-000013425,Manufacturer,Germany,Pfiff Vertriebs GmbH,DE232402585,,HRB21248,Wilhelmstraße ,49-51,,,Quakenbrück,49610,Germany,info@pfiff-vertrieb.de,+49 5431 900600,www.pfiff-vertrieb.de
11328,DE-MF-000008786,Manufacturer,Germany,Thermo Electron LED GmbH Zweigniederlassung Osterode,DE812403137,DE2702533,HRB6147,Am Kalkberg,,,,Osterode am Harz,37520,Germany,abdullah.laaboubi@thermofisher.com,+495522316162,https://www.thermofisher.com/de/de/home.html
11329,DE-MF-000008971,Manufacturer,Germany,stimOS GmbH,DE300688817,DE863109144186881,"Freiburg i.Br. / Deutschland, Baden-Würtemmberg",Byk-Gulden-Straße ,2,,,Konstanz,78467,Germany,info@stimos.net,+491607809628,www.stimos.net
11330,DE-MF-000007568,Manufacturer,Germany,Endoaccess GmbH,DE287880718,DE948325342416760,Amtsgericht Hannover HRB209248,Feldriethe ,1,,,Garbsen,30826,Germany,info@endoaccess.de,+4951314422610,www.endoaccess.de
11331,DK-MF-000011415,Manufacturer,Denmark,Auditdata A/S,1012239528,,,Wildersgade,10B,,,Copenhagen,1408,Denmark,compliance@auditdata.com,,www.auditdata.com
11332,DE-MF-000008787,Manufacturer,Germany,Dr. Mach GmbH & Co. KG,DE127913883,,HRA 42412,Flossmannstr.,28,,,Ebersberg,85560,Germany,info@dr-mach.de,+49 8092 20930,www.dr-mach.de
11333,DE-MF-000020105,Manufacturer,Germany,Hissin Medizintechnik GmbH,,DE5319161,HRB 11964 Amtsgericht Bad Homburg,Obere Zeil,6-8,,,Oberursel,61440,Germany,info@hissin.de,+49 6171 2062520,www.hissin.de
11334,FR-MF-000009061,Manufacturer,France,SEFAM,FR24 522603315,,,Avenue Charles De Gaulle,144,,,Neuilly-sur-Seine,92200,France,regulatoryaffairs@sefam-medical.com,,
11335,DK-MF-000009162,Manufacturer,Denmark,DDD-Diagnostic A/S,1000213707,,,Kærvej,12,,,Hørsholm,2970,Denmark,info@ddd-diagnostic.dk,+4545768888,www.ddd-diagnostic.dk
11336,NL-MF-000001489,Manufacturer,Netherlands,Philips Medical Systems Nederland B.V,NL009076840B01,NL009076840,RSIN 009076840,Veenpluis,6,,,Best,5684PC,Netherlands,eudamed@philips.com,n/a,n/a
11337,FR-MF-000011081,Manufacturer,France,Laboratoire Cevidra,FR58488324658,,48832465800035,Boulevard Marcel Pagnol,45,,,Grasse,06130,France,contact@cevidra.com,+33 4 93 70 58 31,www.cevidra.com
11338,IL-MF-000008464,Manufacturer,Israel,MDT Micro Diamond Technologies Ltd.,512839952,,,Hamal St.,2,,,Afula ,1857107,Israel,info@mdtdental.com,+972 4 6094422,www.mdtdental.com
11339,HR-MF-000019586,Manufacturer,Croatia,KARL DIETZ KIJEVO d.o.o.,87198948864,HR87198948864,Sudski registar,Bajani,65,,,Kijevo,22310,Croatia,info@kdk.hr,+38522356011,www.kdk.hr
11340,IT-MF-000021998,Manufacturer,Italy,DEALFA S.r.l.,11129270150,,,Via G. Borgazzi,93,,,Monza (MB),20900,Italy,idefidio@dealfa.it,+390392103626,www.dealfa.it
11341,KR-MF-000009149,Manufacturer,Republic of Korea,AIRS Medical Inc.,,,,"Nambusunhwan-ro, Gwanak-gu, Seoul, Republic of Korea",1838,"8-9F, CS Tower",,Seoul,08788,Republic of Korea,qara@airsmed.com,,https://airsmed.com/en/
11342,GB-MF-000012651,Manufacturer,United Kingdom (ex Northern Ireland),Massmould Limited - T/A UCP/Zeller Plastik,,,,Salhouse Road,,,,Norwich,NR7 9AL,United Kingdom (ex Northern Ireland),james.mathias@ucpzeller.com,,
11343,DE-MF-000012357,Manufacturer,Germany,NonDolens GmbH,DE290500887,,HRB 147160 B,Alexandrienenstraße,2-3,,,Berlin,10969,Germany,mail@nondolens.com,+49 30 3030808720,www.nondolens.com
11344,GB-MF-000008343,Manufacturer,United Kingdom (ex Northern Ireland),Smartbox Assistive Technology Limited,,8714309250000,05541084,Ysobel House,Enigma Commercial Centre,Sandy's Road,WR14 1JJ,Malvern,WR14 1JJ,United Kingdom (ex Northern Ireland),steve.hyde@thinksmartbox.com,+44 (0)1684 578868,www.thinksmartbox.com
11345,DE-MF-000006941,Manufacturer,Germany,IBK Systeme GmbH,DE245836294,5433622,HRB 501662,Ulmer Str.,124,,,Aalen,73431,Germany,mail@ibk-systeme.de,+49 7361 923936,www.ibk-systeme.de
11346,CN-MF-000008758,Manufacturer,China,"Foshan SOCO Precision Instrument Co.,Ltd.",,,,"2Fl.Bldg 3,District A, Guangdong New Light Source Industrial Base Luocun, Shishan Town,Nanhai District Foshan City  528226 Guangdong P.R. China",,,,Foshan,528226,China,saies@socodent.com,0757-81806001,www.socodent.com
11347,DE-MF-000008141,Manufacturer,Germany,Rehadapt Engineering GmbH & Co. KG,DE258853321,,Handelsregister A des Amtsgerichts Kassel,Heinrich-Hertz-Str.,104,,,Kassel,34123,Germany,officeteam@rehadapt.com,+49 561 220 717 0,https://rehadapt.com/
11348,PL-MF-000010545,Manufacturer,Poland,Bismed Michał Stańczyk,PL1230950059,,,Szymanów,9E,,,Baniocha,05532,Poland,products@bismed.eu,+48 22 736 7400,
11349,DE-MF-000009550,Manufacturer,Germany,Zantomed GmbH,DE813489726,DE5345987,HRB18706,Ackerstr. ,1,,,Duisburg,47269,Germany,d.doerfer@zantomed.de,+49 203 60799811,www.zantomed.de
11350,DK-MF-000009208,Manufacturer,Denmark,Jysk Handi v/Rasmus Henriksen,1003633676,,,Hornbjergvej,11,,,Hornslet,8543,Denmark,mail@jyskhandi.dk,+4586996500,www.jyskhandi.dk
11351,PL-MF-000022433,Manufacturer,Poland,FREY SPÓŁKA JAWNA,1231049099,PL123104909900000,0000227630,WOŁODYJOWSKIEGO,38,,,PIASECZNO,05-502,Poland,frey@frey.pl,+48223978609,www.freymedical.eu
11352,DE-MF-000008106,Manufacturer,Germany,LIGAMED medical Produkte GmbH,DE132763205,,Fürth HRB 5019,Pfannenstielstr.,2,,,Cadolzburg,90556,Germany,info@ligamed.de,09103 79045 0,https://www.ligasano.com
11353,DE-MF-000006189,Manufacturer,Germany,Storz & Bickel GmbH,DE327110629,DE497704059228965,Stuttgart,In Grubenäcker,5-9,,,Tuttlingen,78532,Germany,regulatory-affairs@storz-bickel.com,+4974619697070,www.storz-bickel.com
11354,CN-MF-000018938,Manufacturer,China,"Jiangsu KangJian Medical Apparatus Co., Ltd.",91321204704012923D,,,"Zhanqian Road, Jiangyan",No. 16,,,Taizhou,225500,China,jack@china-kangjian.com,+8618861031682,
11355,DE-MF-000007028,Manufacturer,Germany,SAVIR GmbH,DE 293554521,,Handelsregister Berlin (HRB 156605 B),Fürstenstraße,25,,,Berlin,14163,Germany,regulatory@savir-center.com,+49 391 99048701,https://savir-center.com/
11356,DK-MF-000017749,Manufacturer,Denmark,2SAN ApS,1026369408,DK41763965000,,Jydekrogen,18,,,Vallensbaek,2625,Denmark,response@2san.com,+45 6991 8855,www.2san.com
11357,CN-MF-000015027,Manufacturer,China,"Beijing Digital Precision Medicine Co.,Ltd.",,,," No.99, Kechuang 14th street","Room 201, 2nd floor, Block A, Building 33,","BDA , 101111 Beijing, PEOPLE’S REPUBLIC OF CHINA",101111,Beijing,101111,China,qualitybj@digipmc.com,+86-010-56532818-8056,http://www.digipmc.com/
11358,JP-MF-000009481,Manufacturer,Japan,"CANON ELECTRON TUBES & DEVICES CO., LTD.",,,,Shimoishigami,1385,,,"Otawara-shi,Tochigi",324-8550,Japan,CETD-RA@etd.canon,,
11359,CN-MF-000010958,Manufacturer,China,Beijing Syntech Laser Co Ltd,91110108778647825N,,,Changping District,"4/F West Area, 1#Building No.8 Liye Road"," Changping District, 102206 Beijing, China",,Beijing,102206,China,sales@syntechlaser.com,010-82939866,www.syntechlaser.com
11360,IL-MF-000007311,Manufacturer,Israel,Nasus Pharma Ltd.,516022712,,,HaRakevet ,29,,,Tel-Aviv,6618306,Israel,info@nasuspharma.com,,
11361,FR-MF-000009485,Manufacturer,France,DEEP Company,FR09878967439,FR87896743900018,878 967 439,ZA DU BOIS SAINT-PIERRE ,,,,JANNEYRIAS,38280 ,France,allauge@deep-company.com,04 28 01 26 03,https://www.deep-company.com/
11362,CN-MF-000008763,Manufacturer,China,"Shenzhen Drawray Biotech Co., Ltd.",91440300MA5FMA6K9K,,,"Room 1401, Building 1, No.40 Baolong 2nd Road, Baolong Subdistrict, Longgang District",No.40,,,Shenzhen,518116,China,info@szdrawray.com,+86-0755-28915619,www.szdrawray.com
11363,CA-MF-000013837,Manufacturer,Canada,Dental Wings Inc,,1168854140,Registraire des enterprises Québec,106 Rue Saint-Viateur E,,,,Montréal,H2T1A8,Canada,regulatory@dental-wings.com,,
11364,DE-MF-000007463,Manufacturer,Germany,SIGMA Medizin-Technik GmbH,DE 175 077 341,,,Gewerbepark Am Gründel,2,,,Gelenau,09423,Germany,kontakt@micromedgroup.com,,
11365,CN-MF-000008694,Manufacturer,China,"Micomme Medical Technology Development Co., Ltd.",,,,"Superstar Enterprise center, No 8, Lujing Road, High-Tech Zone",No 8,"Changsha, Hunan, PEOPLE'S REPUBLIC OF CHINA",,Changsha,410205,China,info@micomme.com,,en.micomme.com
11366,KR-MF-000012193,Manufacturer,Republic of Korea,"Plasmapp Co., Ltd",7708600063,,,Cheombok-ro,102,Dong-gu,,Daegu,41061,Republic of Korea,support@plasmapp.com,+82 1544 0508,www.plasmapp.com
11367,IT-MF-000023613,Manufacturer,Italy,Mastelli S.r.l.,00069630085,,,Via Bussana Vecchia,32,,,Bussana,18038,Italy,cristina.cavalli@mastelli.it,+39 342 631 2094,
11368,AU-MF-000009151,Manufacturer,Australia,Australian Orthopaedic Fixations Pty. Ltd.,,,,Kinkaid Avenue,18,North Plympton,,Adelaide,5037,Australia,info@austofix.com.au,,
11369,TW-MF-000009441,Manufacturer,Taiwan,"Somnics, Inc.",25181598,,,"5F, No.22, Sec.2, Sheng Yi Rd., Hsinchu Science Park",,,,"Zhubei City, Hsinchu County",30261,Taiwan,info@somnics.com,+886 3 5509623,https://www.somnics.com/
11370,KR-MF-000008717,Manufacturer,Republic of Korea,CREDO,,,,Baeul-ro,86,"Wonju-si, Gangwon-do",,Wonju-si,26465,Republic of Korea,youn921124@gmail.com,+82 33 766 8901,www.credo-ltd.com
