,Actor ID/SRN,Actor/Organisation name,Applicable legislation,EUDAMED DI code,Kit,Risk class,Companion diagnostic,Near patient testing,Patient self testing,Professional testing,Reagent,Instrument,Device name,Presence of human tissues and cells or their derivatives,Presence of animal tissues and cells or their derivatives,Presence of cells or substances of microbial origin,link
3871,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403057J2 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Anti-TPO (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4e77be63-58ad-4483-ac8b-052a4efe5bd3
3872,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403058J4 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,iPTH Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/72a2c019-ae62-4de1-84c1-63e3215cf779
3873,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403059J6 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Tg (CLIA),Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/91732394-2eeb-412d-a664-b2c855776745
3874,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403060HP / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Calcitonin (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ef50531d-9073-40a9-94e9-d28cd2898efe
3875,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403072HW / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Free β-HCG Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f22e2967-17a8-45fe-b194-8c544fb78cbc
3876,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403073HY / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Pregnancy Associated Plasma Protein-A Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/587ed42e-1237-49b8-aedc-6e834f9d2188
3877,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403074J2 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,S100 Protein Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e0a6d8c0-cf97-436f-b43b-366747a78832
3878,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403099JJ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Unconjugated Estriol Chemiluminescent Immunoassay Kit,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b87bbe8a-4bb5-4e07-b4cc-4c610b527e58
3879,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403101HC / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,AFP (CLIA),Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d155c138-59af-47a5-96f7-cd36b5a35cc6
3880,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403102HE / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CEA (CLIA),Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/31190e2c-78a0-45ad-9b1c-bbabe88e0096
3881,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403103HG / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CA 15-3 (CLIA),Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3e887af1-b9f4-42ca-8caa-5ff232dbe1af
3882,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403104HJ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CA 125 (CLIA),Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6584b2f3-d28a-43a2-a8e2-e238e8c20e01
3883,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403105HL / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CA 19-9 (CLIA),Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0b40b7f4-da4b-45df-acfd-60a71ea020f1
3884,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403108HS / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,NSE Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/75e82b6c-f8de-4496-aa00-f934f11ea4ab
3885,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403109HU / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CYFRA21-1 Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/501df867-3206-4474-8622-3d088c90ec29
3886,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403110HD / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CA 50 Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/516bebe4-98e9-4cbb-b90c-5e17871d8913
3887,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403111HF / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,SCC Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8e748c6d-21de-4da4-98f2-70fae79ba812
3888,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403112HH / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,proGRP Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f7cea2c4-df02-4528-a279-5b5f3a80d4c4
3889,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403113HK / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CA 72-4 Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ff63bedb-adc9-46e3-99a3-787ab12b0830
3890,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403114HM / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CA 242 Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/64956677-f1eb-4fdb-8bf8-2809daf6599a
3891,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403115HP / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,HE4 Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/09b2dcff-49d2-45e5-92ab-50733f262444
3892,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403127HW / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Pepsinogen I Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/90a17edd-6ce2-453b-a6f8-a2f22b6ebf56
3893,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403128HY / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Pepsinogen II Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fbeb09b8-c4ca-4041-8f0b-a26fc066b6b3
3894,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403129J2 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,PIVKA-II Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/598cf141-5eb7-4b98-a890-636277d152aa
3895,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403129J2 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,PIVKA-II Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d283f5a3-9e2e-4264-9fab-14ac10e6b23c
3896,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403151HT / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,MYO (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fa1786ce-4aa6-4fa6-a4ee-ef5bc9d23a9d
3897,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403152HV / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CK-MB (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/29f3aac3-87be-4c1a-b686-046409113537
3898,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403152HV / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,CK-MB (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/96f41905-37c7-4942-a59c-7d4b2bb95144
3899,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403153HX / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,cTnI (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b62c740d-54b9-4b81-8440-b765dfd3c45e
3900,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403154HZ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,NT-proBNP (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e02a2f79-23df-485c-be70-703d1925ed68
3901,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403155J3 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,GDF-15 Chemiluminescent Immunoassay kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f75275d0-d354-4f9b-8337-f560f17cf7a6
3902,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403156J5 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,High Sensitive Troponin I Chemiluminescent Immunoassay kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/846af00f-4371-4a09-8dbf-f3ab82f6e394
3903,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403157J7 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,High Sensitive Troponin T Chemiluminescent Immunoassay kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2dd89689-6ef4-44ee-a5c6-08d98bafaa47
3904,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403158J9 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,BNP Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a667308a-6787-421e-b73d-61c1cbe30905
3905,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403159JB / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,D-Dimer Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a091f108-b12e-4f58-8cd4-c547bb4d370f
3906,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403201HH / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Ferritin (CLIA),Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d00e82b6-e54b-4262-8cfd-3acd4d49d2c7
3907,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403202HK / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,LH (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3ff03e1d-6c9f-48c6-83f9-e19c8a516c28
3908,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403203HM / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,PRL (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f76e7f0e-197c-4f90-84b5-f3f673144c4e
3909,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403204HP / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,FSH (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/44291599-989c-4ec4-b8f2-93a3f586d026
3910,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403205HR / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Progesterone (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/26adb7af-aec6-474f-953d-eccfceabf50b
3911,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403206HT / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,human Growth Hormone (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6f7f2e49-d3f5-43dd-af4b-42ad56076a81
3912,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403207HV / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,β-HCG (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b6199a68-db1b-4965-929f-15ae48be3cbc
3913,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403208HX / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Anti-Müllerian Hormone (AMH) Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fa2cc99f-643c-4221-b8a0-cae233ba1648
3914,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403209HZ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,E2 (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a39d3590-0639-4f53-a19d-c3dc5b598a42
3915,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403210HJ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Testosterone (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3a81d897-a642-4683-98fd-2e827388db9c
3916,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403211HL / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Folate Chemiluminescent Binding Assay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b0f6d0ae-fe45-4e86-9e21-1f66d8ca5899
3917,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403212HN / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,VB12 Chemiluminescent Binding Assay Kit,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/53f2e504-ebfd-43e8-810d-24c5b42cc8a6
3918,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403251HY / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Anti-CCP Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9a3c9049-cf35-4d33-903f-371c36f58ccb
3919,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403262J5 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Anti-CENP-B Antibody Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2df1c7dc-c0c3-4122-b1dc-bac93bfdce06
3920,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403263J7 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Anti-Nuc Antibody Chemiluminescent Immunoassay Kit,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/76243934-14c9-4750-82e9-3498466055fd
3921,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403268JH / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,RF Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e96c4244-9ebf-4a0f-bb0d-00986993ea2c
3922,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403269JK / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,RF-IgG Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e2fee598-c0fe-44ca-8286-03450dd352cb
3923,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403270J4 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,RF-IgM Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/99f85565-7db7-490c-bd63-f982daf24652
3924,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403271J6 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,RF-IgA Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b29e3d3c-5a58-48c2-9e6e-00486b8df279
3925,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403301HN / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,PCT (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c73de34b-a04e-4603-a8fb-5c8c6694c855
3926,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403302HQ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,IL-6 Chemiluminescent Immunoassay Kit ,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0f216da0-5fae-46f6-a6db-60cf7dc3db96
3927,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403303HS / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,hs-CRP Chemiluminescent Immunoassay Kit,Yes,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/388c0727-21b0-4095-a855-36ce8dd16aed
3928,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403351J5 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,25-OH Vitamin D Chemiluminescent Immunoassay Kit,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5d847551-d542-4bca-9ca8-ddbb6ba726b8
3929,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403401HT / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Insulin Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f58bfd85-0943-480a-9c4c-833c5d60f03e
3930,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403402HV / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,C-Peptide Chemiluminescent Immunoassay Kit,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3b7ec380-c95e-427e-ace2-035ed00fc596
3931,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403451JA / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,ACTH Chemiluminescent Immunoassay Kit,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8ade231d-0324-4929-9137-c978bd0f1c5f
3932,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403454JG / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Total IgE (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/19f2296e-0a87-45d0-ac55-6a7376de5e98
3933,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403455JJ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Cortisol Chemiluminescent Immunoassay Kit,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0bc30ed2-421d-47c6-a2a9-18e96a79c7e3
3934,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4403456JL / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Renin Chemiluminescent Immunoassay Kit,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/80d6756c-cd40-489b-89ed-e104953f366e
3935,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4404004HL / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,β-HCG (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a8085bd6-4a4e-4975-98e4-39022cf178cf
3936,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4404005HN / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Progesterone (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/911eacd3-06f4-4ba9-9d2c-bbc9d8b5f3a6
3937,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4404006HQ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,human Growth Hormone (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/08fd5f4a-5b34-4037-9546-68f6bc4e41ab
3938,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4404007HS / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Calcitonin (CLIA),No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8f90faff-153c-4247-ac77-3a083058ee25
3939,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4404051HV / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,total T3 (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/59f5793f-e2c9-4d02-a1c6-b93b053dcb72
3940,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-IM4404052HX / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,FT3 (CLIA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/10324609-be83-4ba5-bc70-93a08f686d9b
